depth,mag,nst,gap,dmin,rms,horizontalError,depthError,lon_sin,lon_cos,lat_sin,lat_cos
,5.2519,,,,,,,0.9024650277810029,-0.4307631293788196,-0.17485121741704243,0.9845948668197383
,5.7155000000000005,,,,,,,0.8702869321566014,-0.49254507988350793,-0.19255621998443406,0.9812859431100123
19.0,5.367800000000001,,,,,,,0.6113336895513664,-0.791372933590424,-0.05636170523664224,0.9984104157022892
593.0,5.2519,,,,,,,-0.01626575129222859,-0.9998677039163228,-0.3707519587990391,0.9287319231331911
,5.367800000000001,,,,,,,0.8811549523757164,-0.4728276111901134,-0.16626966793523493,0.9860803200169379
,5.136,,,,,,,0.8709309263678944,-0.491405455297315,-0.19437131650437964,0.9809280255555727
,5.4837,,,,,,,0.8694000834508331,-0.49410878852301787,-0.19344672743105745,0.9811107805167641
,5.821999999999999,,,,,,,0.6006295617014402,-0.7995274414367126,-0.10581284416462883,0.9943860628597889
64.0,5.7155000000000005,,,,,,,0.8044067422735587,-0.5940789450778747,0.027729726844989425,0.999615457187964
61.0,5.7155000000000005,,,,,,,0.3247429099805793,-0.945802327348239,-0.17967791786934909,0.9837254931281061
162.0,5.367800000000001,,,,,,,0.9715243130379183,-0.23693988515275527,-0.06829389401861799,0.9976652464828941
,5.9473,,,,,,,0.8808411674558112,-0.47341191125180143,-0.19298436840612498,0.9812018312003341
62.0,5.7155000000000005,,,,,,,0.7879140360070277,-0.6157852481694541,0.05451450163800632,0.9985129789397631
,5.367800000000001,,,,,,,-0.34090465305823275,0.940097876565651,-0.8610173189155929,0.5085756350115528
0.0,6.179100000000001,,,,,,,0.9814970764891715,0.19147712355059418,0.7670755810729981,0.6415567417785604
26.0,5.136,,,,,,,0.038300606801538406,-0.9992662625740119,0.777519270841555,0.6288591125761132
41.0,5.7155000000000005,,,,,,,0.03055595835731505,-0.9995330576868712,0.7791082502980434,0.6268894115532031
35.0,5.136,,,,,,,0.04095142284522275,-0.9991611386392847,0.7789331593736459,0.6271069551744665
35.0,5.136,,,,,,,0.030503622886935942,-0.9995346562229704,0.7788565379926501,0.6272021151320392
41.0,5.4837,,,,,,,0.0386319739309004,-0.9992535066689545,0.779316091857451,0.6266310150096538
45.0,5.4837,,,,,,,0.038701734891713656,-0.9992508072132699,0.7795566434393258,0.6263317329256213
8.0,6.614,,,,,,,0.03570184774921536,-0.999362485821482,0.7787251600075608,0.6273652247066288
,5.7155000000000005,,,,,,,0.027974152613123325,-0.9996086468141308,0.7800046373993829,0.6257737335774467
31.0,6.416,,,,,,,0.03027683488410822,-0.9995415515472083,0.7781993065377777,0.6280173877402774
37.0,5.2519,,,,,,,0.029927927224923243,-0.9995520592605568,0.7779690738780385,0.6283025704939835
,5.4837,,,,,,,0.027974152613123325,-0.9996086468141308,0.7754737043297354,0.6313798649728373
17.0,5.8314,,,,,,,0.6339074621791055,-0.7734089018065707,0.549110340529827,0.8357498632504928
,5.136,,,,,,,0.027974152613123325,-0.9996086468141308,0.7773765672227065,0.6290355099142184
34.0,6.416,,,,,,,0.02813099596257262,-0.9996042452221547,0.7794145132122826,0.6265085925939567
,6.515,,,,,,,0.22994782487365717,-0.9732029581931376,-0.2365329132253468,0.9716234769503722
,5.4837,,,,,,,0.8706305813793684,-0.4919373850064893,-0.19517591093516143,0.9807682518264087
79.0,5.4837,,,,,,,-0.999072427426591,0.04306140680399544,0.21712114432965038,0.9761446658590023
,5.136,,,,,,,0.8701837546695257,-0.49272734154829145,-0.19603171826872626,0.9805975552858628
18.0,5.599600000000001,,,,,,,-0.1177280507475154,-0.9930458730930765,-0.26367102774614676,0.9646126627446328
109.0,5.2519,,,,,,,0.40654530164323616,-0.9136306243290064,-0.12056999949197338,0.9927048278428515
,6.295000000000001,,,,,,,0.873355984024404,-0.48708246239088204,-0.19149425387701297,0.9814937344334329
,5.367800000000001,,,,,,,0.8753632893740161,-0.4834657295158599,-0.19240207757400352,0.9813161776640631
97.0,5.8314,,,,,,,0.8048109326029558,-0.5935312651939748,0.4447602398052453,0.8956496687256579
53.0,5.2519,,,,,,,-0.006143520320711025,-0.9999811284009659,-0.5332306818757904,0.8459698812051643
38.0,5.2519,,,,,,,-0.006597296714454462,-0.9999782376012297,-0.5376822719108799,0.8431475401569731
28.0,5.4837,,,,,,,-0.9713752475559998,0.23755026507145846,0.12953980109230703,0.991574223108369
218.0,5.367800000000001,,,,,,,0.5665500654516759,-0.8240273195329763,0.31453923367644704,0.949244473504183
,5.367800000000001,,,,,,,0.8758185562447987,-0.4826405044515809,-0.19423435121997196,0.9809551553491915
,5.8314,,,,,,,0.8872766341495696,-0.46123765511091,-0.20345378415110868,0.9790845508507394
,5.4837,,,,,,,0.883495975292938,-0.4684387490816491,-0.19479930858229677,0.9808431216947281
0.0,5.9473,,,,,,,0.81493565400225,0.5795514471001907,0.8843711998705417,0.46678429797877563
69.0,5.2519,,,,,,,-0.055856357116590635,-0.9984388150355854,-0.48590831670544193,0.8740097869912464
2.0,5.2519,,,,,,,0.5931238377667158,-0.8051112426695348,-0.1189585263701058,0.9928992239919683
205.0,5.136,,,,,,,0.9735709313309573,-0.22838485428629565,-0.06698789512791553,0.9977537882194842
75.0,5.367800000000001,,,,,,,-0.9701138926942625,0.2426500261726444,0.12822441365950318,0.991745178834602
,6.416,,,,,,,-0.97154085219486,0.23687205938329933,0.12767049869112573,0.9918166381766134
,5.7155000000000005,,,,,,,0.8735769251056203,-0.4866860958800953,-0.19039779561585343,0.9817070232124366
,5.136,,,,,,,0.870913772550982,-0.4914358562223725,-0.1933782325059078,0.9811242832551292
,5.599600000000001,,,,,,,-0.10825962011571814,-0.9941226557384156,0.7813244362997789,0.6241250878156018
,5.367800000000001,,,,,,,-0.04046313572908457,-0.9991810319691671,-0.5091015056393454,0.8607064871114609
,5.8314,,,,,,,0.626508592593957,-0.7794145132122825,0.5518787677543454,0.8339243525056366
,5.136,,,,,,,0.8852556653724831,-0.46510472683678694,-0.17215261006804275,0.985070291322787
130.0,5.136,,,,,,,-0.4831448596469854,-0.8755404300183371,0.8843711998705417,0.46678429797877563
25.0,5.599600000000001,,,,,,,-0.10508389274592306,-0.994463360554507,0.7832921742107426,0.6216537378800258
123.0,5.599600000000001,,,,,,,-0.9346582323920132,0.35554744918482745,-0.5283197907620009,0.849045463264009
12.0,6.218,,,,,,,0.8671663298584479,-0.49801863053487216,0.2997235556932231,0.9540260951161721
,5.688000000000001,,,,,,,-0.36320244673646374,0.9317102460983491,-0.8616557339069525,0.5074932474676594
,5.136,,,,,,,0.5533188610459766,-0.8329695300614443,-0.020523630904941623,0.9997893681043412
,5.2519,,,,,,,0.8742810330626336,-0.4854201017952739,-0.19366932942460421,0.9810668635930092
,5.755,,,,,,,0.5558604368137338,-0.831275631054613,-0.018865889904520587,0.9998220232611955
44.0,5.755,,,,,,,-0.04975623724840583,-0.9987613913517485,-0.485755765820633,0.8740945806787789
58.0,5.2519,,,,,,,0.864327473340323,-0.5029294372266682,-0.019319592788740705,0.9998133592498538
,5.2519,,,,,,,0.14278440563204423,0.9897538145964904,0.6185455438403133,0.7857489485804553
222.0,5.2519,,,,,,,0.9256329976980743,-0.3784224538428934,-0.11921846269947942,0.992868046696827
,5.4837,,,,,,,0.880816378458676,-0.4734580313385152,-0.19289874165849843,0.981218668527341
46.0,5.599600000000001,,,,,,,0.649567484607212,-0.7603039411584418,-0.07537901654257785,0.9971549547914175
,5.2519,,,,,,,0.8167926234315113,-0.5769313740020293,-0.14255983394164043,0.9897861858737633
,5.2519,,,,,,,0.814925538797192,-0.5795656703222736,-0.1389656966498512,0.9902971953684517
,5.7155000000000005,,,,,,,0.8181497174250234,-0.5750052520432786,-0.14416622302816962,0.9895534852335128
,5.621,,,,,,,0.8175973751430122,-0.5757903543471847,-0.14276713114744893,0.9897563065037409
,5.136,,,,,,,0.8163694912341829,-0.5775299592073483,-0.1395187612396737,0.9902194278351374
,5.136,,,,,,,0.8123380674655879,-0.5831868175347193,-0.14081483553868124,0.9900359498988984
,5.2519,,,,,,,0.8154714045573296,-0.5787973638064501,-0.14022731162073254,0.9901193367850272
,5.7155000000000005,,,,,,,0.8186812612637878,-0.574248197607562,-0.1439589682704628,0.9895836576330997
25.0,6.812,,,,,,,0.8161375900801603,-0.5778576243835052,-0.14024459244178836,0.9901168892059344
,5.136,,,,,,,-0.9455810627722205,0.3253866219231485,-0.4627081807970868,0.8865106538691176
140.0,5.8314,,,,,,,0.8380331098054734,-0.5456193791186007,0.0026528973512329073,0.9999964810616304
,7.109,,,,,,,-0.3503381619550199,0.9366232819431611,-0.8609729340405065,0.5086507710106039
14.0,5.2519,,,,,,,-0.9516480332351382,0.30719052856442874,-0.49142065583469147,0.8709223495920871
164.0,5.136,,,,,,,0.17718780407147544,-0.9841770583021778,-0.34953702309046475,0.9369225525565364
,5.889,,,,,,,0.8720607309642129,-0.4893976721544175,-0.18510064027855294,0.9827195698511706
,5.4837,,,,,,,0.8840186751144841,-0.46745158257174857,-0.19822190322910282,0.9801571695805894
60.0,5.4837,,,,,,,-0.03184687308354885,-0.9994927596910347,-0.5081698337053094,0.861256883927158
35.0,5.2519,,,,,,,0.22673630201104422,-0.9739561845126076,-0.2599146864062394,0.965631583881941
,5.7155000000000005,,,,,,,0.8800218559027649,-0.4749331880732839,-0.1746278154293437,0.9846345139585424
,5.755,,,,,,,0.8722058997888177,-0.48913890498873513,-0.18751846593253602,0.982261077786506
,5.599600000000001,,,,,,,0.8727943259966063,-0.48808817288286105,-0.18892405598412113,0.9819917011209965
,6.4109,,,,,,,0.8740097869912465,-0.48590831670544177,-0.18125725644924123,0.9834357157356519
,6.4109,,,,,,,0.872342459129103,-0.488895320084565,-0.18640400565773582,0.9824731786032384
,5.554,,,,,,,-0.046496254857154445,-0.9989184642823751,-0.25802660456979265,0.9661378117712731
,5.136,,,,,,,0.8775732717033341,-0.4794425437859121,-0.19497049503365563,0.980809107862652
53.0,5.2519,,,,,,,0.5011029884882153,-0.8653876558676924,-0.10812081335279015,0.9941377619424439
,5.2519,,,,,,,0.7665938821635551,-0.6421322448136438,-0.11230143005746947,0.9936741864449571
,5.367800000000001,,,,,,,0.8821679661994419,-0.47093489933486593,-0.19300149357931193,0.9811984628382552
,5.2519,,,,,,,0.747253217138152,-0.6645394115300326,-0.11753739745783764,0.9930684569549263
,5.136,,,,,,,0.8820693144773832,-0.47111964983154664,-0.17557291610809989,0.9844664296609094
,5.8314,,,,,,,0.88182251590469,-0.47158143564343463,-0.1959119142141775,0.9806214977599342
,5.367800000000001,,,,,,,0.7658536904795711,-0.6430148713512164,0.4543014920246247,0.8908479973285004
,5.599600000000001,,,,,,,0.8832751306439418,-0.4688550347238766,-0.1770160300727234,0.9842079684179014
,5.599600000000001,,,,,,,0.8811054331526764,-0.4729198829282127,-0.19652801816083937,0.9804982091150257
46.0,5.136,,,,,,,0.24515510273360586,-0.9694838707289952,-0.22001646390111193,0.9754961586866709
,5.599600000000001,,,,,,,0.8707421760202962,-0.4917398325328542,-0.19053486591821656,0.9816804290957049
17.0,5.136,,,,,,,0.5970652563891974,-0.8021926698823058,0.6458308717893474,0.763480507310967
,5.9473,,,,,,,0.8856855198366934,-0.4642856447830432,-0.19755468553817887,0.980291867875028
49.0,5.599600000000001,,,,,,,-0.06625648546900426,-0.9978026248378462,-0.43211722843250894,0.9018174432177539
82.0,5.4837,,,,,,,0.8071973314296488,-0.590281685412019,0.15598625019731277,0.9877592266080745
99.0,5.367800000000001,,,,,,,-0.9286542526557173,0.3709464638252414,-0.36352765283168054,0.931583407766953
120.0,5.4837,,,,,,,-0.46803778310851235,0.883708455081691,-0.8280799041107476,0.5606100894631981
,5.367800000000001,,,,,,,0.8963317147474931,-0.44338409662257705,-0.19635688594782563,0.9805324947909032
,5.2519,,,,,,,0.8731348631005251,-0.4874787286009793,-0.19104884644732653,0.9815805307111312
,5.7155000000000005,,,,,,,0.8734154858551718,-0.48697575819374644,-0.18624967683269078,0.9825024467550797
,5.8314,,,,,,,0.8727432087371284,-0.48817956901453907,-0.1883755789180824,0.9820970630580652
59.0,5.9473,,,,,,,-0.03648673411810748,-0.9993341374302164,-0.4996069586708937,0.8662522074128411
,5.9473,,,,,,,0.8733984866623442,-0.4870062458489901,-0.1939946528621212,0.9810025864700384
,5.2519,,,,,,,0.8841084030833448,-0.46728185455613186,-0.2008214620574142,0.9796278581058843
,5.367800000000001,,,,,,,0.8732454460399524,-0.48728060803861745,-0.19027785605627381,0.9817302773647291
,5.4837,,,,,,,0.871804363413803,-0.48985421497896064,-0.19556960080845767,0.9806898241746065
,5.2519,,,,,,,0.8706048224046925,-0.4919829704427723,-0.19589479911048754,0.9806249169185238
,5.367800000000001,,,,,,,0.8717616122497417,-0.48993029239651126,-0.19264185260417965,0.9812691356734041
,5.599600000000001,,,,,,,0.8760711461551246,-0.4821818607895223,-0.19348097454008967,0.981104027354397
,5.136,,,,,,,0.8751353643305781,-0.48387818105178726,-0.1953984351669048,0.9807239425721822
42.0,5.7155000000000005,,,,,,,0.6277592925518678,-0.778407522198224,0.5770169051620022,0.8167322028408486
,5.487,,,,,,,-0.11365407070310693,-0.9935203833906042,-0.25499012480148814,0.9669436572281352
,5.599600000000001,,,,,,,0.8740521871631568,-0.4858320431129486,-0.18990088467320126,0.9818032664441159
,5.599600000000001,,,,,,,0.8745773961885513,-0.48488594336818397,-0.19348097454008967,0.981104027354397
,5.2519,,,,,,,0.8728028446093287,-0.4880729396738402,-0.191579904634016,0.981477019670059
0.0,5.136,,,,,,,0.9860629028912694,-0.1663729291130111,0.8843711998705417,0.46678429797877563
,5.367800000000001,,,,,,,0.8734749746491182,-0.486869046727888,-0.18542651224534565,0.9826581341222016
,6.157,,,,,,,0.8734749746491182,-0.486869046727888,-0.19147712355059407,0.9814970764891715
155.0,5.2519,,,,,,,-0.9631390954487687,0.2690038713813011,-0.14981145047917388,0.9887145843494602
134.0,5.2519,,,,,,,-0.9231297102411385,0.38448867092557054,-0.48212069831059573,0.8761048066644216
242.0,5.2519,,,,,,,0.22285880381194303,-0.9748507339913685,-0.2151103265614525,0.9765897538918915
,5.2519,,,,,,,0.8731433710763861,-0.487463489448558,-0.1926589789521035,0.9812657732893433
,5.9559999999999995,,,,,,,0.873542945877607,-0.48674708186847127,-0.1926589789521035,0.9812657732893433
,5.136,,,,,,,0.8739928250587942,-0.48593882510635855,-0.19108310995519473,0.9815738612503141
,6.09,,,,,,,0.8809733346543012,-0.47316591553923304,-0.19250483970867321,0.9812960239849838
,6.0632,,,,,,,0.8741708722320226,-0.48561845737276593,-0.18931823748514803,0.9819157830259768
36.0,6.023,,,,,,,-0.9982460329992094,0.05920183782063843,0.28736051984971195,0.9578224948453149
14.0,5.889,,,,,,,-0.9984910149653513,0.05491532603438377,0.2858890717483064,0.9582627190154543
,6.0632,,,,,,,0.8726750375034986,-0.4883014221956222,-0.18883836032280132,0.9820081841158942
,5.4837,,,,,,,0.8756753153753997,-0.4829003438000374,-0.19497049503365563,0.980809107862652
,6.0632,,,,,,,0.8733644850840814,-0.48706721937923253,-0.18954102223423683,0.9818728028061479
,6.0632,,,,,,,0.8734154858551718,-0.48697575819374644,-0.1874327467690196,0.9822774381195063
0.0,5.8314,,,,,,,-0.8983728261668396,-0.43923372503145225,0.6033611017494173,0.7974681065069182
,5.4837,,,,,,,0.8828328529586579,-0.46968729356549205,-0.19683604105456493,0.9804364196325867
,5.136,,,,,,,0.8737382682915334,-0.48639638004708896,-0.18923254844743087,0.9819323004199886
,5.2519,,,,,,,0.8738316335898458,-0.48622862537874234,-0.18981520545218963,0.981819834684115
,5.4837,,,,,,,0.8738486056383343,-0.48619812260429274,-0.18986661315830142,0.9818098946373457
,5.4837,,,,,,,0.8807915870467329,-0.4735041501272166,-0.19675048108703216,0.9804535930843548
,5.2519,,,,,,,0.8719069391191177,-0.48967161395769226,-0.1915285143548482,0.9814870494250164
,5.136,,,,,,,0.8731433710763861,-0.487463489448558,-0.18851270369999362,0.982070751292247
,5.599600000000001,,,,,,,0.8721205156608791,-0.4892911261850171,-0.18650688898614842,0.9824536530344363
,5.367800000000001,,,,,,,0.8718300109254591,-0.4898085667377754,-0.18494627276654096,0.982748633267818
,6.0632,,,,,,,0.8731433710763861,-0.487463489448558,-0.1874327467690196,0.9822774381195063
,5.136,,,,,,,0.8852231927797954,-0.4651665282076357,-0.19864955859111139,0.9800705856577661
,5.8314,,,,,,,0.8769113775019604,-0.4806520945628077,-0.19111737323023395,0.9815671905934792
,5.2519,,,,,,,0.8737807110560389,-0.4863201301472138,-0.1900208331528925,0.9817800583470213
,5.599600000000001,,,,,,,0.8726494689045877,-0.4883471146843616,-0.1881356017144436,0.9821430625767024
,5.367800000000001,,,,,,,0.8742471422159647,-0.48548113694274353,-0.18516924659588893,0.9827066449938714
,5.2519,,,,,,,0.868735264007072,-0.49527673180815085,-0.18648974190674897,0.9824569080440904
,5.7155000000000005,,,,,,,0.8877189816475982,-0.46038571830862773,-0.17694731896310886,0.9842203240696504
,5.136,,,,,,,0.8740776240713054,-0.4857862771815006,-0.1916998132426139,0.9814536064444142
15.0,5.52,,,,,,7.7,0.8736873281910109,-0.4864878750374491,-0.1908261279738603,0.981623853052942
,6.4109,,,,,,,0.8797647635240515,-0.4754092561798411,-0.18336803268083313,0.9830443350077152
15.9,8.3,,,,,,5.1,0.8797730608468699,-0.4753939013156666,-0.19344672743105745,0.9811107805167641
,6.4109,,,,,,,0.8797481680744418,-0.4754399654737323,-0.1932926125241164,0.981141154953558
138.0,5.2519,,,,,,,-0.9280834246835353,0.37237233628141675,-0.3746551401354878,0.9271642389404684
,5.136,,,,,,,0.8416616126894836,-0.5400053052748072,0.2985244548078488,0.9544019854766003
,5.4837,,,,,,,0.09292669059280916,-0.9956729534216887,0.7761784784772062,0.6305132588207872
,5.9473,,,,,,,0.442977308555484,-0.8965328237744223,0.7269582996894622,0.6866816078158828
42.0,5.621,,,,,,,0.3970677999229372,0.9177892798809312,0.5767888080097371,0.8168933045108807
,5.367800000000001,,,,,,,0.7941813463985515,-0.6076808282582098,0.1493282555133539,0.9887876779700172
57.0,5.599600000000001,,,,,,,-0.08120791331920628,-0.9966971831074573,0.7865795043050572,0.6174890148069119
,5.2519,,,,,,,0.6801325265030154,0.7330891803816402,-0.6543053647972736,0.7562304474150103
56.0,5.136,,,,,,,-0.049146119387691735,-0.9987915993585103,-0.46125314093930087,0.8872685838987141
0.0,5.136,,,,,,,0.9786921434766788,0.20533311544177182,0.7639537208975098,0.6452710378800909
53.0,5.4837,,,,,,,0.23848260877963753,-0.9711467681610532,-0.21906292425489104,0.9757107333717795
15.0,5.2519,,,,,,,-0.13057810397265385,-0.9914380256793194,-0.3068250993151143,0.9517659157746038
,5.2519,,,,,,,0.21507623701711334,-0.9765972620638246,-0.3250400265146061,0.9457002596824134
12.0,5.7155000000000005,,,,,,,0.2137976902918788,-0.9768779594329364,-0.33018492390205373,0.9439162653688065
54.0,5.136,,,,,,,0.29200448851270466,0.9564169481394784,0.6272700807986875,0.7788018013171311
23.0,5.367800000000001,,,,,,,-0.9950295340118275,0.09958025127607113,0.04977366891554748,0.998760522789465
,5.2519,,,,,,,0.8077018517688542,-0.589591145327984,0.19164842418919534,0.9814636424778038
88.0,5.367800000000001,,,,,,,0.9791838602097243,-0.20297528890183464,-0.05224880917682826,0.9986340981258368
,5.4837,,,,,,,-0.08051206768623084,-0.9967536340324462,-0.39594621273104524,0.9182737046349209
,5.889,,,,,,,0.9533646622381617,-0.30182084221523836,-0.1350757471413246,0.9908352751765618
,5.8314,,,,,,,-0.21989728292073013,0.9755230314882782,-0.38663048294783287,0.9222347150565986
,5.889,,,,,,,-0.22073148075669147,0.9753346161205181,-0.3867431522878577,0.9221874723495493
,5.2519,,,,,,,-0.9498411376428778,0.31273281446193596,-0.33198004001273407,0.9432864109236089
48.0,5.367800000000001,,,,,,,0.6588995483129909,-0.7522309387634468,-0.04918098376164318,0.9987898832268162
,5.2519,,,,,,,0.9902583502129871,-0.13924223437396044,0.47766484340865806,0.8785421431959779
,5.2519,,,,,,,0.7601111771423612,-0.6497930427322642,0.451562864373054,0.892239306194926
198.0,5.2519,,,,,,,0.7771679284092496,-0.6292932631548469,-0.12839750389276935,0.9917227843475748
,5.7155000000000005,,,,,,,0.525768608156113,-0.8506276333846577,-0.16063920670483509,0.9870131940704954
58.0,6.179100000000001,,,,,,,0.4224442553490644,-0.9063889072150952,-0.1137754512677208,0.9935064905116757
57.0,6.6427000000000005,,,,,,,-0.0981039862069585,-0.9951761692737146,-0.30177092374454717,0.9533804642336462
2.0,5.367800000000001,,,,,,,0.9350671734561349,-0.3544705645392219,0.7762995140277777,0.6303642316313927
585.0,5.599600000000001,,,,,,,-0.026979516123985362,-0.9996359866019808,-0.3539645926524937,0.9352588236142733
,5.136,,,,,,,-0.4582152394322503,-0.8888412649917,0.83519357569809,0.5499560810761517
54.0,5.4837,,,,,,,0.833259132944705,-0.5528826433921021,0.12327240021830184,0.9923728711247697
52.0,5.9473,,,,,,,0.9529581833420641,-0.30310179940309334,-0.1421452207789947,0.9898458143618585
39.0,5.136,,,,,,,0.24312408426223997,-0.9699951956848277,-0.21810917534220656,0.9759243759797901
436.0,5.367800000000001,,,,,,,-0.010698664206836541,-0.999942767654324,-0.40364110849189183,0.9149174036684605
562.0,5.2519,,,,,,,-0.022914167389526,-0.9997374359964945,-0.305828244325297,0.952086700344515
,5.136,,,,,,,0.5641602806565875,-0.8256652940080988,-0.8199321271752413,0.5724607469738723
32.0,6.0632,,,,,,,0.32006738348179997,-0.9473947804538055,-0.1833851900132427,0.983041134482076
,5.367800000000001,,,,,,,-0.9773494564108407,0.21163185028117612,0.12065662887149839,0.9926943023455738
113.0,5.367800000000001,,,,,,,0.944387849273703,-0.3288336815841554,-0.13528326423202564,0.9908069632469929
125.0,5.4837,,,,,,,-0.06421880063604657,-0.9979358424492367,0.7917249052389982,0.6108777900892284
64.0,5.136,,,,,,,-0.9475901217169173,0.3194885932619786,-0.30602764218850076,0.9520226269456766
,5.136,,,,,,,-0.08684277465733568,-0.996222029715171,-0.3909721027034763,0.9204025287381724
,5.487,,,,,,,0.8890011581293638,0.457904947390449,0.062320203559179776,0.9980562069484575
,5.889,,,,,,,-0.992007152116148,0.12618165536404144,0.14874147083588765,0.9888761170407427
47.0,5.367800000000001,,,,,,,0.23983835256198294,-0.9708128370805332,-0.2144796276065721,0.9767284624406858
36.0,5.889,,,,,,,0.23692292881864266,-0.9715284482710717,-0.21424096142024696,0.9767808405418936
44.0,5.367800000000001,,,,,,,-0.10275781504615397,-0.9947064046475927,-0.3192074235541883,0.9476848741791213
83.0,5.599600000000001,,,,,,,0.40941354596034557,-0.9123489181142136,-0.12322043952732065,0.9923793242922254
122.0,5.2519,,,,,,,-0.07005245388129838,-0.9975433091877307,-0.3781639535955729,0.9257386370898458
45.0,5.136,,,,,,,0.4098911945934382,-0.9121344246298153,-0.1378248642266692,0.9904566153047292
0.0,5.889,,,,,,,-0.8987404824524858,-0.4384809519250215,0.603027006167111,0.797720771845093
,5.599600000000001,,,,,,,-0.9988849365089695,0.04721105395425917,0.21381473999609696,0.9768742278105209
69.0,5.136,,,,,,,-0.9499884040405349,0.3122851776638102,-0.49664072638558754,0.8679562136969791
112.0,6.4109,,,,,,,-0.46620136390602596,0.8846786356028731,-0.829164428059535,0.5590047864202096
99.0,5.136,,,,,,,0.9554382157437531,-0.29519115145341596,-0.12737621515523534,0.9918544751185666
48.0,5.2519,,,,,,,-0.9354193513508794,0.3535401492310316,-0.5248478328310894,0.8511960716383206
328.0,5.4837,,,,,,,0.8037945665131245,-0.5949069631833016,-0.11836930719942178,0.9929696405797757
,5.136,,,,,,,0.6154826655114699,-0.7881504224796787,0.459703863383122,0.8880722707024647
,5.2519,,,,,,,0.8404531299585711,-0.5418842462582217,0.29904079225608665,0.9542403285162769
410.0,5.2519,,,,,,,0.8029943433322857,-0.5959866479849623,-0.12053534748303235,0.9927090359250008
599.0,5.4837,,,,,,,-0.03127120132940783,-0.9995109363921015,-0.34272527833831173,0.9394356729377094
108.0,5.7155000000000005,,,,,,,0.18012429982283026,-0.983643856593094,-0.3501092912571344,0.9367088577436572
24.0,5.367800000000001,,,,,,,0.1684721757683572,-0.9857064096331503,-0.3951928153191745,0.9185981922038083
27.0,5.367800000000001,,,,,,,0.42506851081190433,-0.9051611796338539,-0.1306473190858974,0.991428907191871
36.0,5.8314,,,,,,,0.8312853325228062,-0.5558459282323183,0.11384481082799804,0.9934985450656368
55.0,5.136,,,,,,,0.8166314819534696,-0.5771594430332748,0.21827950295546225,0.9758862938834197
58.0,5.367800000000001,,,,,,,0.7992967573076806,-0.6009365139159267,0.07081849141742898,0.9974892186251235
62.0,5.136,,,,,,,-0.9477405719501507,0.31904201647996333,-0.5403578122818294,0.8414353419639534
15.0,5.136,,,,,,,0.06946048746598099,-0.9975847035119315,-0.33225990410800915,0.9431878689434765
34.0,5.136,,,,,,,0.3175198160478223,-0.9482516366539828,-0.18403712720306095,0.9829192926231758
,5.2519,,,,,,,-0.2112906780756159,0.9774232703175971,-0.055403274218877266,0.9984640590456062
45.0,5.554,,,,,,,-0.9475455034571837,0.31962089868791793,-0.5103027819566107,0.8599948085467399
0.0,5.4837,,,,,,,0.9787351268783779,0.2051281341366063,0.763536863779396,0.6457642430871534
40.0,5.367800000000001,,,,,,,0.8566725047921662,-0.5158606590283039,0.31972012366830566,0.9475120276395035
,5.4837,,,,,,,0.9848562063319557,-0.17337316069515557,-0.041213001213259874,0.9991503833412645
550.0,5.2519,,,,,,,0.027974152613123325,-0.9996086468141308,-0.4004769770281613,0.9163068213597373
129.0,5.2519,,,,,,,-0.08652979799597493,-0.9962492630154242,-0.33328033687331476,0.9428277769845401
,5.136,,,,,,,0.4105437992990633,-0.911840879132478,-0.13794587030101033,0.9904397694291647
,7.208,,,,,,,0.41408964232622264,-0.9102361056990329,-0.13970886714992753,0.9901926239069264
102.0,5.367800000000001,,,,,,,0.9667073714556963,0.25588446215669,0.6183123802108849,0.7859324401486111
15.0,5.688000000000001,,,,,,,-0.777519270841555,-0.6288591125761132,0.6977154450516457,0.7163750119430353
53.0,5.2519,,,,,,,0.6580983117354984,-0.7529320102711047,-0.032562086888489314,0.9994697146474557
,5.621,,,,,,,-0.24251457035541588,0.9701477635728116,-0.020052489003481628,0.9997989286275342
41.0,5.599600000000001,,,,,,,0.843410200593529,-0.5372701681042632,0.29342303976686934,0.9559826984490725
302.0,5.2519,,,,,,,0.6025256644240453,-0.7980995073988975,0.3689033511389194,0.9294677603437761
570.0,5.2519,,,,,,,-0.020907520941156485,-0.9997814138941047,-0.35719449513434504,0.934030027700245
34.0,5.367800000000001,,,,,,,0.4710734641444619,-0.8820939810354316,-0.11028942646945708,0.9938995132351349
30.0,5.2519,,,,,,,0.20080436429526022,-0.9796313629523998,-0.32815780767742464,0.9446229159089602
,5.2519,,,,,,,0.9798585378317153,0.19969287878713393,-0.5794518796026928,0.8150064534866619
,5.136,,,,,,,0.50344225089401,-0.8640288768407991,0.6979029676787335,0.7161923259189648
409.0,5.599600000000001,,,,,,,0.5776154460537384,-0.8163090079621447,0.3337245969744057,0.9426706176466255
,6.218,,,,,,,-0.11923579149777354,-0.9928659657909015,-0.26452954219372504,0.9643775823331743
27.0,5.2519,,,,,,,-0.30213697330853134,-0.9532645222392155,0.8122464506730634,0.5833144121046648
,5.136,,,,,,,0.9938358262367918,0.11086185316975983,0.6733222704060297,0.7393491192767253
,5.487,,,,,,,0.9933546990598447,0.11509318770337902,0.6716559393687543,0.7408632121455865
125.0,5.599600000000001,,,,,,,0.21764925761439563,-0.9760270491435687,-0.2638730499653729,0.9645574184577981
